fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
596,596,Male,149,2019,57,14,2,78.084,78.084,41.472,0,20.230246,6,39.423077,White,Yes,1,Full-time (1750+ hours),0,596,Female,149,2019,49,13,2,78.084,78.084,36.612003,0,28.250002,3,24.923077,White,No,1,Part-time (50-1749 hours),0
613,613,Male,154,2017,31,16,2,103.4515,103.169,64.749001,5.4327159,33.988976,10,36.634617,White,Yes,1,Full-time (1750+ hours),0,613,Female,154,2017,29,16,2,103.4515,103.169,38.419998,5.4327159,18.471153,7,40,White,Yes,1,Full-time (1750+ hours),0
618,618,Male,155,2017,72,14,2,106.04372,61.019997,14.69,865.84076,9.7933331,2,28.846153,White,No,1,Part-time (50-1749 hours),0,618,Female,155,2017,59,16,2,106.04372,61.019997,46.329998,865.84076,26.474285,8,33.653847,White,Yes,1,Full-time (1750+ hours),0
619,619,Male,155,2023,41,16,4,202.95201,202.39999,55.200001,10.615716,26.848249,3,39.53846,White,Yes,1,Full-time (1750+ hours),0,619,Female,155,2023,39,16,4,202.95201,202.39999,147.2,10.615716,59.837399,10,47.307693,White,Yes,1,Full-time (1750+ hours),0
623,623,Male,156,2023,34,16,2,121.44,121.44,61.639999,0,39.819122,4,29.76923,White,Yes,1,Part-time (50-1749 hours),0,623,Female,156,2023,31,17,2,121.44,121.44,59.799999,0,29.199219,5,39.384617,White,Yes,0,Full-time (1750+ hours),0
631,631,Male,158,2023,48,12,4,143.79601,124.2,105.8,376.84616,47.022224,10,43.26923,White,No,1,Full-time (1750+ hours),0,631,Female,158,2023,44,15,4,143.79601,124.2,18.4,376.84616,20.909092,15,16.923077,White,No,1,Part-time (50-1749 hours),0
632,632,Male,158,2017,66,16,2,235.379,231.64999,226,71.711617,117.70834,10,36.923077,Other,Yes,1,Full-time (1750+ hours),0,632,Female,158,2017,62,16,2,235.379,231.64999,5.6500001,71.711617,14.160401,20,7.6730771,Other,Yes,1,Part-time (50-1749 hours),0
645,645,Male,162,2019,35,14,2,38.124001,31.32,21.6,130.84618,14.062501,2,29.538462,White,Yes,1,Part-time (50-1749 hours),0,645,Female,162,2019,35,16,2,38.124001,31.32,9.7200003,130.84618,10.848215,10,17.23077,White,Yes,1,Part-time (50-1749 hours),0
649,649,Male,163,2017,26,17,3,96.276001,96.050003,67.800003,4.3461142,30.748299,8,42.403847,White,Yes,1,Full-time (1750+ hours),0,649,Female,163,2017,27,16,3,96.276001,96.050003,28.25,4.3461142,34.451218,25,15.769231,White,Yes,1,Part-time (50-1749 hours),0
651,651,Male,163,2023,33,17,2,210.69012,209.76645,110.49476,17.762991,55.247379,8,38.46154,Other,Yes,1,Full-time (1750+ hours),0,651,Female,163,2023,29,17,2,210.69012,209.76645,99.271683,17.762991,48.806137,9,39.115383,Other,Yes,1,Full-time (1750+ hours),0
653,653,Male,164,2023,39,17,3,131.468,123.924,66.884003,145.0769,40.194714,1,32,White,Yes,1,Part-time (50-1749 hours),0,653,Female,164,2023,35,16,3,131.468,123.924,57.040001,145.0769,33.066666,7,33.173077,Other,Unknown,1,Part-time (50-1749 hours),0
654,654,Male,164,2021,31,16,3,162.75,162.74998,104.99999,.00029343826,37.141846,3,54.365383,Black,Yes,1,Full-time (1750+ hours),0,654,Female,164,2021,35,17,3,162.75,162.74998,57.749996,.00029343826,27.764421,6,40,White,Yes,1,Full-time (1750+ hours),0
657,657,Male,165,2017,29,12,2,136.843,118.65,90.400002,349.86539,59.473682,13,29.23077,White,No,0,Part-time (50-1749 hours),0,657,Female,165,2017,26,17,2,136.843,118.65,28.25,349.86539,24.71566,4,21.98077,White,Yes,1,Part-time (50-1749 hours),0
658,658,Male,165,2019,53,16,3,129.63025,124.20865,86.408646,104.26154,46.158463,2,36,White,Yes,1,Full-time (1750+ hours),0,658,Female,165,2019,52,16,3,129.63025,124.20865,37.800003,104.26154,21.081985,20,34.48077,White,Yes,0,Full-time (1750+ hours),0
663,663,Male,166,2023,48,15,3,112.332,112.332,61.732002,0,29.050354,10,40.865383,Other,No,1,Full-time (1750+ hours),0,663,Female,166,2023,47,14,3,112.332,112.332,50.600002,0,23.755869,10,40.96154,Other,No,1,Full-time (1750+ hours),0
672,672,Male,168,2023,27,12,3,72.201599,72.201599,40.001602,0,19.231539,3,40,Other,Unknown,1,Full-time (1750+ hours),0,672,Female,168,2023,23,12,3,72.201599,72.201599,32.200001,0,15.480769,3,40,White,No,1,Full-time (1750+ hours),0
674,674,Male,169,2023,42,13,4,122.36,122.36,31.280001,0,31.280001,14,19.23077,White,No,1,Part-time (50-1749 hours),0,674,Female,169,2023,38,17,4,122.36,122.36,91.080002,0,43.788464,14,40,White,Yes,1,Full-time (1750+ hours),0
681,681,Male,171,2019,63,16,2,226.41553,225.72,55.080002,13.375503,27.706238,7,38.23077,White,Yes,1,Full-time (1750+ hours),0,681,Female,171,2019,57,17,2,226.41553,225.72,170.64,13.375503,71.100006,10,46.153847,White,Yes,1,Full-time (1750+ hours),0
688,688,Male,172,2023,58,12,2,103.21021,103.21021,51.52,0,25.454546,8,38.923077,Black,No,1,Full-time (1750+ hours),0,688,Female,172,2023,57,17,2,103.21021,103.21021,51.690201,0,25.8451,15,38.46154,Black,Yes,0,Full-time (1750+ hours),0
692,692,Male,173,2023,55,14,5,353.97922,308.20001,138,880.36932,61.333336,5,43.26923,Black,No,1,Full-time (1750+ hours),0,692,Female,173,2023,55,14,5,353.97922,308.20001,170.2,880.36932,70.916672,5,46.153847,Black,No,1,Full-time (1750+ hours),0
693,693,Male,174,2019,28,14,4,72.900002,66.959999,21.6,114.23082,12.342857,10,33.653847,White,Yes,1,Full-time (1750+ hours),0,693,Female,174,2019,42,14,4,72.900002,66.959999,45.360001,114.23082,17.788237,20,49.03846,White,Yes,1,Full-time (1750+ hours),0
694,694,Male,174,2017,53,17,4,119.2602,74.580002,48.59,859.23462,23.818626,15,39.23077,White,Yes,1,Full-time (1750+ hours),0,694,Female,174,2017,41,17,4,119.2602,74.580002,25.99,859.23462,20.384314,7,24.51923,White,Yes,1,Part-time (50-1749 hours),0
699,699,Male,175,2019,45,17,4,218.17081,218.16,114.48,.20775428,56.117649,14,39.23077,White,Yes,1,Full-time (1750+ hours),0,699,Female,175,2019,43,17,4,218.17081,218.16,103.68001,.20775428,50.232559,14,39.692307,White,Yes,1,Full-time (1750+ hours),0
702,702,Male,176,2021,33,12,2,192.14999,192.14999,110.24999,0,53.209457,5,39.846153,White,No,1,Full-time (1750+ hours),0,702,Female,176,2021,30,17,2,192.14999,192.14999,81.899994,0,51.187496,2,30.76923,White,Yes,1,Part-time (50-1749 hours),0
705,705,Male,177,2023,46,14,3,85.594963,84.932556,51.12532,12.738595,27.107805,10,36.26923,White,Yes,1,Full-time (1750+ hours),0,705,Female,177,2023,45,16,3,85.594963,84.932556,33.80724,12.738595,31.303001,30,20.76923,White,Yes,0,Part-time (50-1749 hours),0
706,706,Male,177,2019,51,12,5,152.28,152.28,91.800003,0,23.696438,1,74.5,Black,Unknown,1,Full-time (1750+ hours),0,706,Female,177,2019,52,12,5,152.28,152.28,60.480003,0,20.40486,3,57,White,No,1,Full-time (1750+ hours),0
711,711,Male,178,2017,50,17,4,237.3,237.3,192.10001,0,92.355766,20,40,White,Yes,1,Full-time (1750+ hours),0,711,Female,178,2017,46,16,4,237.3,237.3,45.200001,0,43.461536,10,20,White,Yes,1,Part-time (50-1749 hours),0
712,712,Male,178,2023,55,12,2,32.200001,32.200001,24.84,0,6.21,4,76.92308,Black,No,1,Full-time (1750+ hours),0,712,Female,178,2023,63,12,2,32.200001,32.200001,7.3600001,0,2.4533334,2,57.692307,Black,Unknown,1,Full-time (1750+ hours),0
715,715,Male,179,2019,56,17,2,200.01601,199.8,135,4.1539121,70.3125,8,36.923077,Other,Yes,1,Full-time (1750+ hours),0,715,Female,179,2019,53,16,2,200.01601,199.8,64.800003,4.1539121,34.468086,10,36.153847,Other,Yes,1,Full-time (1750+ hours),0
720,720,Male,180,2019,50,14,3,86.724007,86.508003,41.148003,4.1539121,17.267311,6,45.826923,Black,No,1,Full-time (1750+ hours),0,720,Female,180,2019,42,16,3,86.724007,86.508003,45.360001,4.1539121,24.179106,5,36.076923,Black,Yes,1,Full-time (1750+ hours),0
723,723,Male,181,2023,44,11,4,14.26,10.12,.92000002,79.615395,6.1333332,2,2.8846154,Black,No,1,Part-time (50-1749 hours),1,723,Female,181,2023,42,13,4,14.26,10.12,9.1999998,79.615395,7.1042471,10,24.903847,Black,No,1,Part-time (50-1749 hours),1
727,727,Male,182,2023,40,14,2,105.8,105.8,73.599998,0,30.666668,2,46.153847,Unknown,Yes,1,Full-time (1750+ hours),0,727,Female,182,2023,29,16,2,105.8,105.8,32.200001,0,26.923077,5,23,White,No,1,Part-time (50-1749 hours),0
734,734,Male,184,2023,47,16,2,224.48001,195.96001,79.120003,548.46161,39.246033,2,38.76923,White,Yes,1,Full-time (1750+ hours),0,734,Female,184,2023,41,16,2,224.48001,195.96001,116.84,548.46161,54.547153,3,41.192307,White,Yes,1,Full-time (1750+ hours),0
736,736,Male,184,2021,36,17,3,127.05,120.74999,31.499998,121.15391,17.897726,5,33.846153,White,Yes,1,Full-time (1750+ hours),0,736,Female,184,2021,30,17,3,127.05,120.74999,89.249992,121.15391,41.053356,8,41.807693,Other,Yes,1,Full-time (1750+ hours),0
739,739,Male,185,2017,31,16,2,72.500801,72.32,9.04,3.4769499,3.7510374,5,46.346153,White,Yes,1,Full-time (1750+ hours),0,739,Female,185,2017,29,16,2,72.500801,72.32,63.279999,3.4769499,35.038761,6,34.73077,White,Yes,1,Full-time (1750+ hours),0
740,740,Male,185,2021,29,17,2,144.375,144.375,141.75,0,71.446571,5,38.153847,Other,Yes,1,Full-time (1750+ hours),0,740,Female,185,2021,24,17,2,144.375,144.375,2.625,0,11.718749,10,4.3076925,Other,No,1,Part-time (50-1749 hours),0
742,742,Male,186,2021,56,17,2,77.188644,77.10675,20.474998,1.5748831,66.477272,10,5.9230771,White,Yes,1,Part-time (50-1749 hours),0,742,Female,186,2021,57,17,2,77.188644,77.10675,56.631748,1.5748831,24.676142,10,44.134617,White,Yes,1,Full-time (1750+ hours),0
747,747,Male,187,2019,30,16,2,97.200005,97.200005,64.800003,0,31.153847,10,40,Other,Yes,1,Full-time (1750+ hours),0,747,Female,187,2019,29,16,2,97.200005,97.200005,32.400002,0,15.882354,5,39.23077,White,Yes,1,Full-time (1750+ hours),0
749,749,Male,188,2021,48,16,2,105.11024,99.755249,68.255249,102.98069,34.824104,5,37.692307,White,Yes,1,Full-time (1750+ hours),0,749,Female,188,2021,47,17,2,105.11024,99.755249,31.499998,102.98069,18.839712,7,32.153847,White,Yes,1,Part-time (50-1749 hours),0
759,759,Male,190,2019,45,16,3,162.64801,162,81,12.461736,38.94231,10,40,White,Yes,1,Full-time (1750+ hours),0,759,Female,190,2019,47,16,3,162.64801,162,81,12.461736,38.94231,7,40,White,Yes,1,Full-time (1750+ hours),0
764,764,Male,191,2017,49,17,4,122.4016,116.39,45.200001,115.60763,13.907692,1,62.5,Black,Yes,1,Full-time (1750+ hours),0,764,Female,191,2017,49,17,4,122.4016,116.39,71.190002,115.60763,34.22596,5,40,Black,Yes,1,Full-time (1750+ hours),0
770,770,Male,193,2019,60,12,2,52.735321,51.454445,30.697922,24.632235,19.678154,2,30,White,No,1,Part-time (50-1749 hours),0,770,Female,193,2019,59,12,2,52.735321,51.454445,20.756521,24.632235,11.956521,8,33.384617,White,No,1,Part-time (50-1749 hours),0
771,771,Male,193,2021,29,17,2,54.599998,36.75,15.749999,343.2692,99.68354,10,3.0384614,White,Yes,1,Part-time (50-1749 hours),0,771,Female,193,2021,34,17,2,54.599998,36.75,21,343.2692,20.192307,10,20,Other,Yes,1,Part-time (50-1749 hours),0
776,776,Male,194,2023,31,12,3,95.054405,66.350403,26.7904,552.00006,12.88,2,40,Unknown,No,1,Full-time (1750+ hours),0,776,Female,194,2023,27,13,3,95.054405,66.350403,39.560001,552.00006,17.700224,16,42.98077,Unknown,No,1,Full-time (1750+ hours),0
788,788,Male,197,2019,36,3,3,73.494003,73.440002,43.200001,1.038478,20.093023,18,41.346153,Other,Unknown,1,Full-time (1750+ hours),0,788,Female,197,2019,35,8,3,73.494003,73.440002,30.240002,1.038478,14.693878,20,39.576923,Other,Unknown,1,Full-time (1750+ hours),0
790,790,Male,198,2019,68,16,2,394.30801,394.20001,216.00002,2.076956,110.20409,8,37.692307,White,Yes,1,Full-time (1750+ hours),0,790,Female,198,2019,52,17,2,394.30801,394.20001,178.20001,2.076956,90.918373,20,37.692307,White,Yes,1,Full-time (1750+ hours),0
793,793,Male,199,2021,44,17,4,281.45248,278.25,262.5,61.586235,124.11347,10,40.673077,White,Yes,1,Full-time (1750+ hours),0,793,Female,199,2021,41,16,4,281.45248,278.25,15.749999,61.586235,22.340424,12,13.557693,White,Yes,1,Part-time (50-1749 hours),0
795,795,Male,199,2017,59,12,3,201.78975,157.50279,123.92597,851.67224,58.455647,5,40.76923,White,No,1,Full-time (1750+ hours),0,795,Female,199,2017,61,12,3,201.78975,157.50279,33.57682,851.67224,16.78841,7,38.46154,White,No,1,Full-time (1750+ hours),0
797,797,Male,200,2023,48,17,4,235.02321,230,115,96.600166,62.5,7,35.384617,Other,Yes,1,Full-time (1750+ hours),0,797,Female,200,2023,43,17,4,235.02321,230,115,96.600166,55.07663,16,40.153847,White,Yes,1,Full-time (1750+ hours),0
798,798,Male,200,2017,35,16,2,299.9133,299.45001,146.89999,8.9093723,78.138298,5,36.153847,White,Yes,1,Full-time (1750+ hours),0,798,Female,200,2017,31,17,2,299.9133,299.45001,152.55,8.9093723,79.453125,10,36.923077,White,Yes,1,Full-time (1750+ hours),0
803,803,Male,201,2023,35,12,3,201.112,184,119.6,329.0769,63.617023,10,36.153847,White,No,1,Full-time (1750+ hours),0,803,Female,201,2023,32,17,3,201.112,184,64.400002,329.0769,40.888889,5,30.288462,White,Yes,1,Part-time (50-1749 hours),0
811,811,Male,203,2019,44,17,4,57.888,42.335999,10.368,299.07697,3.6188483,14,55.096153,White,Yes,1,Full-time (1750+ hours),0,811,Female,203,2019,32,16,4,57.888,42.335999,31.968,299.07697,20.492308,10,30,White,Unknown,1,Part-time (50-1749 hours),0
813,813,Male,204,2017,25,16,2,180.91299,180.79999,129.95,2.1732037,60.162037,10,41.53846,White,Yes,1,Full-time (1750+ hours),0,813,Female,204,2017,24,16,2,180.91299,180.79999,50.849998,2.1732037,24.92647,10,39.23077,Other,Yes,1,Full-time (1750+ hours),0
816,816,Male,204,2021,38,17,4,190.155,190.04999,131.25,2.0194421,83.865814,6,30.096153,White,Yes,1,Part-time (50-1749 hours),0,816,Female,204,2021,37,17,4,190.155,190.04999,58.799995,2.0194421,29.999998,14,37.692307,White,No,1,Full-time (1750+ hours),0
818,818,Male,205,2021,31,16,3,140.7,140.7,95.549995,0,43.07935,7,42.653847,White,Yes,1,Full-time (1750+ hours),0,818,Female,205,2021,30,17,3,140.7,140.7,45.149998,0,22.574999,14,38.46154,White,Yes,1,Full-time (1750+ hours),0
820,820,Male,205,2019,38,17,3,125.064,120.96001,116.64001,78.923004,60.750004,10,36.923077,Black,Yes,1,Full-time (1750+ hours),0,820,Female,205,2019,31,16,3,125.064,120.96001,4.3200002,78.923004,4.1142859,4,20.192308,White,Yes,1,Part-time (50-1749 hours),0
825,825,Male,207,2017,63,14,3,53.583469,46.574081,14.70808,134.79593,13.286431,15,21.288462,White,No,0,Part-time (50-1749 hours),0,825,Female,207,2017,56,15,3,53.583469,46.574081,31.865999,134.79593,14.752778,2,41.53846,White,Yes,1,Full-time (1750+ hours),0
828,828,Male,207,2023,53,12,2,85.560005,85.559998,34.959999,.00014671913,18.208334,1,36.923077,Black,No,1,Full-time (1750+ hours),0,828,Female,207,2023,50,14,2,85.560005,85.559998,50.600002,.00014671913,26.354168,2,36.923077,Black,No,1,Full-time (1750+ hours),0
831,831,Male,208,2017,62,15,3,172.2798,161.59,129.95,205.57315,56.5,10,44.23077,Black,No,1,Full-time (1750+ hours),0,831,Female,208,2017,48,13,3,172.2798,161.59,31.639999,205.57315,17.695749,15,34.384617,Black,No,0,Full-time (1750+ hours),0
836,836,Male,209,2023,35,16,3,83.076004,82.800003,41.400002,5.3077111,20.617531,6,38.615383,White,Unknown,1,Full-time (1750+ hours),0,836,Female,209,2023,33,16,3,83.076004,82.800003,41.400002,5.3077111,20.617531,8,38.615383,White,Yes,1,Full-time (1750+ hours),0
839,839,Male,210,2023,41,8,4,73.599998,73.600006,32.200001,-.00014671913,13.760684,5,45,White,Unknown,1,Full-time (1750+ hours),0,839,Female,210,2023,44,13,4,73.599998,73.600006,41.400002,-.00014671913,19.903847,7,40,White,No,1,Full-time (1750+ hours),0
848,848,Male,212,2021,60,14,2,179.14784,158.62349,153.29999,394.6991,69.116318,3,42.653847,White,No,1,Full-time (1750+ hours),0,848,Female,212,2021,61,17,2,179.14784,158.62349,5.3234997,394.6991,5.915,8,17.307692,White,Yes,1,Part-time (50-1749 hours),0
850,850,Male,213,2021,40,12,2,86.099998,86.099998,42,0,18.260868,10,44.23077,White,No,1,Full-time (1750+ hours),0,850,Female,213,2021,34,15,2,86.099998,86.099998,44.099998,0,12.599999,15,67.307693,White,No,1,Full-time (1750+ hours),0
851,851,Male,213,2017,46,14,3,38.419998,37.290001,16.950001,21.730717,12.417583,12,26.25,White,No,1,Part-time (50-1749 hours),0,851,Female,213,2017,30,12,3,38.419998,37.290001,20.34,21.730717,9.8546515,12,39.692307,White,No,1,Full-time (1750+ hours),0
856,856,Male,214,2019,51,16,7,76.68,76.68,55.080002,0,18.360001,10,57.692307,White,Unknown,1,Full-time (1750+ hours),0,856,Female,214,2019,53,13,7,76.68,76.68,21.6,0,10.588236,10,39.23077,White,No,1,Full-time (1750+ hours),0
861,861,Male,216,2017,33,17,4,248.487,242.95,122.04,106.48082,62.265305,10,37.692307,White,Yes,1,Full-time (1750+ hours),0,861,Female,216,2017,33,16,4,248.487,242.95,120.91,106.48082,64.313828,15,36.153847,White,Yes,1,Full-time (1750+ hours),0
867,867,Male,217,2017,47,16,2,161.02499,161.02499,101.7,0,48.89423,2,40,White,Yes,1,Full-time (1750+ hours),0,867,Female,217,2017,39,17,2,161.02499,161.02499,59.325001,0,28.521635,20,40,White,Yes,1,Full-time (1750+ hours),0
869,869,Male,218,2019,46,16,3,194.40649,194.40001,156.60001,.12471126,84.648651,3,35.576923,White,Yes,1,Full-time (1750+ hours),0,869,Female,218,2019,46,16,3,194.40649,194.40001,37.800003,.12471126,21.343874,7,34.057693,Unknown,Unknown,1,Full-time (1750+ hours),0
874,874,Male,219,2019,47,17,5,151.66873,146.60568,123.12,97.366333,62.81633,25,37.692307,White,Yes,1,Full-time (1750+ hours),0,874,Female,219,2019,45,17,5,151.66873,146.60568,23.485682,97.366333,22.240229,25,20.307692,White,No,1,Part-time (50-1749 hours),0
875,875,Male,219,2021,63,12,4,82.046997,53.066998,21.566999,557.30768,16.59,6,25,Other,Unknown,1,Part-time (50-1749 hours),0,875,Female,219,2021,62,16,4,82.046997,53.066998,31.499998,557.30768,12.867646,20,47.076923,Other,Unknown,1,Full-time (1750+ hours),0
878,878,Male,220,2021,44,16,4,145.96049,145.95,125.99999,.20188552,51.42857,10,47.115383,Other,No,1,Full-time (1750+ hours),0,878,Female,220,2021,40,16,4,145.96049,145.95,19.949999,.20188552,11.491935,10,33.384617,White,Yes,1,Part-time (50-1749 hours),0
880,880,Male,220,2023,46,16,2,185.104,184.92,92,3.5385718,44.23077,10,40,White,Yes,1,Full-time (1750+ hours),0,880,Female,220,2023,42,16,2,185.104,184.92,92.919998,3.5385718,39.190216,10,45.596153,Other,Yes,1,Full-time (1750+ hours),0
884,884,Male,221,2023,47,12,2,146.24321,139.84,66.239998,123.13872,31.319149,5,40.673077,White,No,1,Full-time (1750+ hours),0,884,Female,221,2023,44,17,2,146.24321,139.84,73.599998,123.13872,21.775148,5,65,White,Yes,1,Full-time (1750+ hours),0
885,885,Male,222,2019,33,17,2,97.740005,86.400002,43.200001,218.077,15.401071,5,53.942307,White,Yes,1,Full-time (1750+ hours),0,885,Female,222,2019,31,17,2,97.740005,86.400002,43.200001,218.077,24.201681,10,34.326923,White,Yes,1,Full-time (1750+ hours),0
886,886,Male,222,2021,61,17,2,240.63899,240.44998,226.79999,3.6348195,115.71428,16,37.692307,White,Yes,1,Full-time (1750+ hours),0,886,Female,222,2021,60,15,2,240.63899,240.44998,13.65,3.6348195,17.5,20,15,White,Yes,1,Part-time (50-1749 hours),0
891,891,Male,223,2023,38,14,4,101.66184,101.66,101.2,.035359308,50.905434,4,38.23077,White,Yes,1,Full-time (1750+ hours),0,891,Female,223,2023,35,12,4,101.66184,101.66,.46000001,.035359308,2.3,8,3.8461537,White,Unknown,1,Part-time (50-1749 hours),0
892,892,Male,223,2021,35,8,5,120.74999,70.349998,39.899998,969.23065,14.249999,1,53.846153,White,Unknown,1,Full-time (1750+ hours),0,892,Female,223,2021,33,11,5,120.74999,70.349998,30.449999,969.23065,14.955795,24,39.153847,White,No,1,Full-time (1750+ hours),0
898,898,Male,225,2019,47,9,8,87.048004,62.639999,19.440001,469.3847,27.341774,36,13.673077,Black,Unknown,0,Part-time (50-1749 hours),0,898,Female,225,2019,36,14,8,87.048004,62.639999,43.200001,469.3847,23.920267,5,34.73077,Black,Unknown,1,Full-time (1750+ hours),0
906,906,Male,227,2023,51,14,3,69.183998,65.32,46,74.307663,19.658119,5,45,White,Yes,1,Full-time (1750+ hours),0,906,Female,227,2023,53,16,3,69.183998,65.32,19.32,74.307663,12.059925,8,30.807692,White,No,1,Part-time (50-1749 hours),0
910,910,Male,228,2021,41,12,4,84.178497,39.899998,34.649998,851.50958,69.299995,5,9.6153851,White,No,1,Part-time (50-1749 hours),0,910,Female,228,2021,46,12,4,84.178497,39.899998,5.25,851.50958,17.5,20,5.7692308,White,Unknown,0,Part-time (50-1749 hours),0
911,911,Male,228,2023,36,16,2,87.400002,87.400002,41.400002,0,31.363636,2,25.384615,Black,Yes,1,Part-time (50-1749 hours),0,911,Female,228,2023,38,16,2,87.400002,87.400002,46,0,28.75,2,30.76923,Black,Yes,1,Part-time (50-1749 hours),0
922,922,Male,231,2019,48,14,2,126.36001,126.36001,108.00001,0,36.734695,2,56.53846,White,Yes,1,Full-time (1750+ hours),0,922,Female,231,2019,52,16,2,126.36001,126.36001,18.360001,0,21.6,14,16.346153,White,Yes,0,Part-time (50-1749 hours),0
929,929,Male,233,2023,50,12,2,121.44,121.44,61.639999,0,32.787235,1,36.153847,White,No,1,Full-time (1750+ hours),0,929,Female,233,2023,48,13,2,121.44,121.44,59.799999,0,23.561861,15,48.807693,White,No,1,Full-time (1750+ hours),0
938,938,Male,235,2017,31,16,2,86.388496,86.332001,41.244999,1.0864551,19.640476,3,40.384617,White,Yes,1,Full-time (1750+ hours),0,938,Female,235,2017,34,16,2,86.388496,86.332001,45.086998,1.0864551,26.8375,4,32.307693,White,Yes,1,Part-time (50-1749 hours),0
